Predictor	Feature	Importance
Mean squared error for Days Since First Sample using regressor is 12917.49177528149
Features appearing at least once
CS_Stenophotomonas maltophilia	COPF 50	0.014696418590687458

Mean squared error for CS_Aspergillus fumigatus using classifier is 0.19230769230769232
Features appearing at least once
CS_Aspergillus fumigatus	COPF 93	0.0777526089457659
CS_Aspergillus fumigatus	COPF 64	0.051046785370953515
CS_Aspergillus fumigatus	COPF 104	0.04904700721668075
CS_Aspergillus fumigatus	COPF 73	0.04256216376452463
CS_Aspergillus fumigatus	COPF 99	0.03783683933907979
CS_Aspergillus fumigatus	COPF 113	0.03670302371919324
CS_Aspergillus fumigatus	COPF 71	0.035829123290197266
CS_Aspergillus fumigatus	COPF 105	0.033326897988147454
CS_Aspergillus fumigatus	COPF 89	0.03167401225020877
CS_Aspergillus fumigatus	COPF 88	0.029988760340733868
CS_Aspergillus fumigatus	COPF 38	0.028510139677824058
CS_Aspergillus fumigatus	COPF 50	0.023999197814374432
CS_Aspergillus fumigatus	COPF 84	0.022136384300121176
CS_Aspergillus fumigatus	COPF 10	0.021752344905639074
CS_Aspergillus fumigatus	COPF 43	0.02102157166299876
CS_Aspergillus fumigatus	COPF 58	0.019487147757446234
CS_Aspergillus fumigatus	COPF 120	0.018296332208753693
CS_Aspergillus fumigatus	COPF 16	0.017513800894869414
CS_Aspergillus fumigatus	COPF 134	0.017088915449666883
CS_Aspergillus fumigatus	COPF 149	0.016940457929130834

Mean squared error for CS_Aspergillus flavus using classifier is 0.0
Features appearing at least once
CS_Aspergillus flavus	COPF 100	0.12097230901563628
CS_Aspergillus flavus	COPF 141	0.09815725241231066
CS_Aspergillus flavus	COPF 142	0.07682748511564638
CS_Aspergillus flavus	COPF 43	0.06069047643640767
CS_Aspergillus flavus	COPF 32	0.04191271733572957
CS_Aspergillus flavus	COPF 146	0.03922967542067378
CS_Aspergillus flavus	COPF 111	0.032312393275845
CS_Aspergillus flavus	COPF 37	0.030649453519752956
CS_Aspergillus flavus	COPF 40	0.027484937184011123
CS_Aspergillus flavus	COPF 125	0.023884041554913176
CS_Aspergillus flavus	COPF 21	0.022647370105568415
CS_Aspergillus flavus	COPF 55	0.022328033727312274
CS_Aspergillus flavus	COPF 89	0.021674606054540607
CS_Aspergillus flavus	COPF 94	0.015151314080401691
CS_Aspergillus flavus	COPF 13	0.015053172260237094
CS_Aspergillus flavus	COPF 92	0.01362168606617759
CS_Aspergillus flavus	COPF 147	0.013023276685518233
CS_Aspergillus flavus	COPF 143	0.01254221551862129
CS_Aspergillus flavus	COPF 86	0.012215334232284002
CS_Aspergillus flavus	COPF 96	0.01157811748660701

Mean squared error for CS_Candida albicans using classifier is 0.34615384615384615
Features appearing at least once
CS_Candida albicans	COPF 108	0.06679146685321213
CS_Candida albicans	COPF 112	0.05574321059343746
CS_Candida albicans	COPF 117	0.03670755457001407
CS_Candida albicans	COPF 109	0.03432587516595043
CS_Candida albicans	COPF 116	0.0321207378795622
CS_Candida albicans	COPF 19	0.0292895063890752
CS_Candida albicans	COPF 17	0.026874061085146454
CS_Candida albicans	COPF 71	0.026040095083037076
CS_Candida albicans	COPF 103	0.025739119208140784
CS_Candida albicans	COPF 125	0.023593576674792664
CS_Candida albicans	COPF 22	0.020104273458920557
CS_Candida albicans	COPF 107	0.018766186737018093
CS_Candida albicans	COPF 38	0.01833641406810868
CS_Candida albicans	COPF 75	0.017097927948504538
CS_Candida albicans	COPF 9	0.016613239717177253
CS_Candida albicans	COPF 51	0.01580700121353107
CS_Candida albicans	COPF 28	0.01573591062289657
CS_Candida albicans	COPF 50	0.015371072811844763
CS_Candida albicans	COPF 13	0.014153648115051716
CS_Candida albicans	COPF 72	0.012892864103016632

Mean squared error for CS_Mycobacteroides abscessus using classifier is 0.07692307692307693
Features appearing at least once
CS_Mycobacteroides abscessus	COPF 121	0.06511545568914229
CS_Mycobacteroides abscessus	COPF 43	0.06285439510417029
CS_Mycobacteroides abscessus	COPF 50	0.0503843302784904
CS_Mycobacteroides abscessus	COPF 112	0.04789319996576029
CS_Mycobacteroides abscessus	COPF 69	0.033578261821975736
CS_Mycobacteroides abscessus	COPF 58	0.028288796881861342
CS_Mycobacteroides abscessus	COPF 114	0.027674032720485322
CS_Mycobacteroides abscessus	COPF 49	0.026398852411929134
CS_Mycobacteroides abscessus	COPF 11	0.026304862138443862
CS_Mycobacteroides abscessus	COPF 2	0.024811863543632934
CS_Mycobacteroides abscessus	COPF 59	0.02481054947771005
CS_Mycobacteroides abscessus	COPF 81	0.023422548260567135
CS_Mycobacteroides abscessus	COPF 116	0.02216869272519065
CS_Mycobacteroides abscessus	COPF 84	0.021280549563092933
CS_Mycobacteroides abscessus	COPF 42	0.021026230858212598
CS_Mycobacteroides abscessus	COPF 106	0.020609495240688863
CS_Mycobacteroides abscessus	COPF 122	0.02055234832285607
CS_Mycobacteroides abscessus	COPF 17	0.020056384251139002
CS_Mycobacteroides abscessus	COPF 82	0.019803227811713495
CS_Mycobacteroides abscessus	COPF 73	0.01966194048274533

Mean squared error for CS_Mycobacterium intracellulare using classifier is 0.0
Features appearing at least once
CS_Mycobacterium intracellulare	COPF 6	0.07169875710679159
CS_Mycobacterium intracellulare	COPF 88	0.0518020422516947
CS_Mycobacterium intracellulare	COPF 17	0.04443458202501862
CS_Mycobacterium intracellulare	COPF 69	0.040936099965262845
CS_Mycobacterium intracellulare	COPF 3	0.04076364146710025
CS_Mycobacterium intracellulare	COPF 137	0.031182733530663698
CS_Mycobacterium intracellulare	COPF 91	0.030365681616806126
CS_Mycobacterium intracellulare	COPF 11	0.029012450434297843
CS_Mycobacterium intracellulare	COPF 111	0.027104363355573823
CS_Mycobacterium intracellulare	COPF 76	0.024749320088117106
CS_Mycobacterium intracellulare	COPF 143	0.024508529488067945
CS_Mycobacterium intracellulare	COPF 95	0.02352756333935167
CS_Mycobacterium intracellulare	COPF 10	0.020181589278643712
CS_Mycobacterium intracellulare	COPF 134	0.01973271797452475
CS_Mycobacterium intracellulare	COPF 8	0.019036464330664332
CS_Mycobacterium intracellulare	COPF 94	0.018023246772960976
CS_Mycobacterium intracellulare	COPF 58	0.016766784348535877
CS_Mycobacterium intracellulare	COPF 86	0.016705333170117728
CS_Mycobacterium intracellulare	COPF 150	0.016561612375175592
CS_Mycobacterium intracellulare	COPF 145	0.016168338975573147

Mean squared error for CS_Staphylococcus  aureus using classifier is 0.15384615384615385
Features appearing at least once
CS_Staphylococcus  aureus	COPF 65	0.05862263816760583
CS_Staphylococcus  aureus	COPF 132	0.049255345589020394
CS_Staphylococcus  aureus	COPF 86	0.030325885248519084
CS_Staphylococcus  aureus	COPF 111	0.028229546037092837
CS_Staphylococcus  aureus	COPF 106	0.02812392065522475
CS_Staphylococcus  aureus	COPF 4	0.027520676801786846
CS_Staphylococcus  aureus	COPF 105	0.025835725034771266
CS_Staphylococcus  aureus	COPF 3	0.02506455133574637
CS_Staphylococcus  aureus	COPF 62	0.024200124186303903
CS_Staphylococcus  aureus	COPF 16	0.02035756513781095
CS_Staphylococcus  aureus	COPF 92	0.018342700934654753
CS_Staphylococcus  aureus	COPF 108	0.01771683383112523
CS_Staphylococcus  aureus	COPF 117	0.017284767575271035
CS_Staphylococcus  aureus	COPF 91	0.01657947067309205
CS_Staphylococcus  aureus	COPF 2	0.014756279014977466
CS_Staphylococcus  aureus	COPF 140	0.013982371401852354
CS_Staphylococcus  aureus	COPF 135	0.013425833930293509
CS_Staphylococcus  aureus	COPF 27	0.012229742747873435
CS_Staphylococcus  aureus	COPF 14	0.011717429094136771
CS_Staphylococcus  aureus	COPF 67	0.011701000293093147

Mean squared error for CS_Achromobacter xylosoxidans using classifier is 0.0
Features appearing at least once
CS_Achromobacter xylosoxidans	COPF 75	0.10316503212716453
CS_Achromobacter xylosoxidans	COPF 103	0.09097613707270118
CS_Achromobacter xylosoxidans	COPF 134	0.08841239720525883
CS_Achromobacter xylosoxidans	COPF 126	0.0785614806011508
CS_Achromobacter xylosoxidans	COPF 120	0.07066348755269984
CS_Achromobacter xylosoxidans	COPF 41	0.06884624164803485
CS_Achromobacter xylosoxidans	COPF 9	0.061795418851708236
CS_Achromobacter xylosoxidans	COPF 44	0.054269915312921364
CS_Achromobacter xylosoxidans	COPF 68	0.047167962578113135
CS_Achromobacter xylosoxidans	COPF 80	0.04384442109185572
CS_Achromobacter xylosoxidans	COPF 127	0.04379802339080403
CS_Achromobacter xylosoxidans	COPF 124	0.03260092979076155
CS_Achromobacter xylosoxidans	COPF 54	0.028574141972523993
CS_Achromobacter xylosoxidans	COPF 11	0.02352805347337594
CS_Achromobacter xylosoxidans	COPF 149	0.02137885546805139
CS_Achromobacter xylosoxidans	COPF 22	0.017510715362409425
CS_Achromobacter xylosoxidans	COPF 129	0.016856778012420442
CS_Achromobacter xylosoxidans	COPF 137	0.01581856891954134
CS_Achromobacter xylosoxidans	COPF 27	0.014975049976622926
CS_Achromobacter xylosoxidans	COPF 29	0.012047591952617481

Mean squared error for CS_Aspergillus nidulans using classifier is 0.0
Features appearing at least once
CS_Aspergillus nidulans	COPF 65	0.15584978934158258
CS_Aspergillus nidulans	COPF 47	0.09809238827498429
CS_Aspergillus nidulans	COPF 146	0.08551722455021012
CS_Aspergillus nidulans	COPF 76	0.07225253644670017
CS_Aspergillus nidulans	COPF 27	0.06459157593884912
CS_Aspergillus nidulans	COPF 23	0.059447272872556356
CS_Aspergillus nidulans	COPF 77	0.054065514140699836
CS_Aspergillus nidulans	COPF 104	0.05376081347494612
CS_Aspergillus nidulans	COPF 11	0.04439851269417486
CS_Aspergillus nidulans	COPF 64	0.0386352009199792
CS_Aspergillus nidulans	COPF 32	0.03158018301841335
CS_Aspergillus nidulans	COPF 68	0.03153244944212367
CS_Aspergillus nidulans	COPF 136	0.029703223491955366
CS_Aspergillus nidulans	COPF 62	0.025985922521117078
CS_Aspergillus nidulans	COPF 110	0.025655998872117242
CS_Aspergillus nidulans	COPF 138	0.019317988216625382
CS_Aspergillus nidulans	COPF 81	0.016315455394539078
CS_Aspergillus nidulans	COPF 30	0.013413381949379913
CS_Aspergillus nidulans	COPF 69	0.01289751518297213
CS_Aspergillus nidulans	COPF 112	0.012707311463949407

Mean squared error for CS_MAC_(Smear negative) using classifier is 0.0
Features appearing at least once
CS_MAC_(Smear negative)	COPF 27	0.08625274275480391
CS_MAC_(Smear negative)	COPF 65	0.08360250980733877
CS_MAC_(Smear negative)	COPF 32	0.0515080474054514
CS_MAC_(Smear negative)	COPF 132	0.03786484297991699
CS_MAC_(Smear negative)	COPF 3	0.030073492904948814
CS_MAC_(Smear negative)	COPF 64	0.027592243666446345
CS_MAC_(Smear negative)	COPF 6	0.024592268757824776
CS_MAC_(Smear negative)	COPF 19	0.022683761945050413
CS_MAC_(Smear negative)	COPF 11	0.02265748213909723
CS_MAC_(Smear negative)	COPF 85	0.021340227353437588
CS_MAC_(Smear negative)	COPF 76	0.02123053225202392
CS_MAC_(Smear negative)	COPF 5	0.017792052853368465
CS_MAC_(Smear negative)	COPF 60	0.017075727807807483
CS_MAC_(Smear negative)	COPF 72	0.01664822250590687
CS_MAC_(Smear negative)	COPF 1	0.0166263729566543
CS_MAC_(Smear negative)	COPF 43	0.015630208685892034
CS_MAC_(Smear negative)	COPF 101	0.015410586397848283
CS_MAC_(Smear negative)	COPF 123	0.014895674916501844
CS_MAC_(Smear negative)	COPF 124	0.01488578103333143
CS_MAC_(Smear negative)	COPF 87	0.01404763217089784

Mean squared error for CS_Penicillium using classifier is 0.0
Features appearing at least once
CS_Penicillium	COPF 43	0.15239457826705508
CS_Penicillium	COPF 24	0.08546461420279255
CS_Penicillium	COPF 32	0.05573074699215951
CS_Penicillium	COPF 61	0.05540070843243099
CS_Penicillium	COPF 124	0.05406458926463478
CS_Penicillium	COPF 28	0.05332242459756269
CS_Penicillium	COPF 8	0.051076588131711315
CS_Penicillium	COPF 66	0.05092445468352743
CS_Penicillium	COPF 25	0.050180901616591216
CS_Penicillium	COPF 22	0.04979650927364281
CS_Penicillium	COPF 112	0.044873882619489484
CS_Penicillium	COPF 121	0.044520119267462875
CS_Penicillium	COPF 23	0.03898730886458482
CS_Penicillium	COPF 110	0.03552788108214599
CS_Penicillium	COPF 76	0.03482747469944568
CS_Penicillium	COPF 9	0.030157219334545328
CS_Penicillium	COPF 141	0.029718335335877834
CS_Penicillium	COPF 73	0.029222993381044567
CS_Penicillium	COPF 59	0.029168484899973535
CS_Penicillium	COPF 62	0.024547610511607067

Mean squared error for CS_MDR_Pseudomonas aeruginosa using classifier is 0.15384615384615385
Features appearing at least once
CS_MDR_Pseudomonas aeruginosa	COPF 64	0.07137571286463901
CS_MDR_Pseudomonas aeruginosa	COPF 10	0.06592879814998079
CS_MDR_Pseudomonas aeruginosa	COPF 103	0.06365077784762983
CS_MDR_Pseudomonas aeruginosa	COPF 137	0.05062864348138208
CS_MDR_Pseudomonas aeruginosa	COPF 2	0.04909767533815024
CS_MDR_Pseudomonas aeruginosa	COPF 22	0.04540819377663023
CS_MDR_Pseudomonas aeruginosa	COPF 24	0.037304992719751746
CS_MDR_Pseudomonas aeruginosa	COPF 43	0.0355623137428557
CS_MDR_Pseudomonas aeruginosa	COPF 79	0.03181009933714603
CS_MDR_Pseudomonas aeruginosa	COPF 46	0.02785442080405789
CS_MDR_Pseudomonas aeruginosa	COPF 84	0.027283256746775623
CS_MDR_Pseudomonas aeruginosa	COPF 134	0.02718640156291689
CS_MDR_Pseudomonas aeruginosa	COPF 73	0.026872278121176787
CS_MDR_Pseudomonas aeruginosa	COPF 65	0.026493809387542505
CS_MDR_Pseudomonas aeruginosa	COPF 150	0.02588025594396521
CS_MDR_Pseudomonas aeruginosa	COPF 1	0.022782698348655817
CS_MDR_Pseudomonas aeruginosa	COPF 54	0.020623446065483733
CS_MDR_Pseudomonas aeruginosa	COPF 26	0.018290773593885323
CS_MDR_Pseudomonas aeruginosa	COPF 28	0.017460261330193745
CS_MDR_Pseudomonas aeruginosa	COPF 94	0.017317295307161248

Mean squared error for CS_Scedosporium apiospermum.1 using regressor is 0.000589701382763344
Features appearing at least once
CS_Scedosporium apiospermum.1	COPF 29	0.1909842900993014
CS_Scedosporium apiospermum.1	COPF 149	0.15469727498043412
CS_Scedosporium apiospermum.1	COPF 111	0.12680500626760904
CS_Scedosporium apiospermum.1	COPF 76	0.12087330949967584
CS_Scedosporium apiospermum.1	COPF 60	0.10378344442750756
CS_Scedosporium apiospermum.1	COPF 107	0.07283705257521285
CS_Scedosporium apiospermum.1	COPF 24	0.046549413844089976
CS_Scedosporium apiospermum.1	COPF 25	0.0436910796675978
CS_Scedosporium apiospermum.1	COPF 7	0.03538977453075423
CS_Scedosporium apiospermum.1	COPF 62	0.03371752119262293
CS_Scedosporium apiospermum.1	COPF 94	0.03287458316280735
CS_Scedosporium apiospermum.1	COPF 30	0.01880757716639856
CS_Scedosporium apiospermum.1	COPF 133	0.005311815301436589
CS_Scedosporium apiospermum.1	COPF 82	0.004302570394163636
CS_Scedosporium apiospermum.1	COPF 109	0.003485082019272542
CS_Scedosporium apiospermum.1	COPF 39	0.0028229164356107605
CS_Scedosporium apiospermum.1	COPF 144	0.0018521154734042228
CS_Scedosporium apiospermum.1	COPF 105	0.0012151729621005085
CS_Scedosporium apiospermum.1	COPF 3	0.0
CS_Scedosporium apiospermum.1	COPF 4	0.0

Mean squared error for P12M_0_Nothing using classifier is 0.04
Features appearing at least once
P12M_0_Nothing	COPF 41	0.06882361974098483
P12M_0_Nothing	COPF 32	0.054902153963723915
P12M_0_Nothing	COPF 149	0.04202086911900926
P12M_0_Nothing	COPF 127	0.04169560734304495
P12M_0_Nothing	COPF 99	0.03772037655016544
P12M_0_Nothing	COPF 33	0.03624024647554243
P12M_0_Nothing	COPF 74	0.03244537716481108
P12M_0_Nothing	COPF 134	0.03167145070122137
P12M_0_Nothing	COPF 119	0.027745873448021537
P12M_0_Nothing	COPF 12	0.0276310160110969
P12M_0_Nothing	COPF 14	0.024485771057701833
P12M_0_Nothing	COPF 131	0.02442628608253472
P12M_0_Nothing	COPF 82	0.02352341662952482
P12M_0_Nothing	COPF 143	0.02310258232259719
P12M_0_Nothing	COPF 17	0.021053877798890955
P12M_0_Nothing	COPF 16	0.019827517473789368
P12M_0_Nothing	COPF 72	0.019161042562651057
P12M_0_Nothing	COPF 123	0.017812536375258984
P12M_0_Nothing	COPF 104	0.01684246511321361
P12M_0_Nothing	COPF 111	0.016720709275236008

Mean squared error for P12M_1_Staphylococcus aureus using classifier is 0.4
Features appearing at least once
P12M_1_Staphylococcus aureus	COPF 1	0.06506032487374268
P12M_1_Staphylococcus aureus	COPF 67	0.04664176075635287
P12M_1_Staphylococcus aureus	COPF 65	0.04113356943479872
P12M_1_Staphylococcus aureus	COPF 9	0.034567180688937924
P12M_1_Staphylococcus aureus	COPF 125	0.02774339032506273
P12M_1_Staphylococcus aureus	COPF 6	0.026470461485495665
P12M_1_Staphylococcus aureus	COPF 73	0.025577867853556074
P12M_1_Staphylococcus aureus	COPF 126	0.025292418310099752
P12M_1_Staphylococcus aureus	COPF 17	0.02318873710220973
P12M_1_Staphylococcus aureus	COPF 138	0.022752040380414687
P12M_1_Staphylococcus aureus	COPF 123	0.021942653608861367
P12M_1_Staphylococcus aureus	COPF 52	0.02136377280667232
P12M_1_Staphylococcus aureus	COPF 128	0.021016895808278924
P12M_1_Staphylococcus aureus	COPF 80	0.020696696394360118
P12M_1_Staphylococcus aureus	COPF 150	0.0200305612324882
P12M_1_Staphylococcus aureus	COPF 32	0.019196969675405944
P12M_1_Staphylococcus aureus	COPF 85	0.018844532941020502
P12M_1_Staphylococcus aureus	COPF 38	0.01663149531781333
P12M_1_Staphylococcus aureus	COPF 47	0.014883321867361668
P12M_1_Staphylococcus aureus	COPF 117	0.013323255407084235

Mean squared error for P12M_2_Pseudomonas aeruginosa using classifier is 0.36
Features appearing at least once
P12M_2_Pseudomonas aeruginosa	COPF 76	0.0749523323056128
P12M_2_Pseudomonas aeruginosa	COPF 27	0.056236588204665414
P12M_2_Pseudomonas aeruginosa	COPF 92	0.04776798372878281
P12M_2_Pseudomonas aeruginosa	COPF 129	0.03278612251296037
P12M_2_Pseudomonas aeruginosa	COPF 120	0.03204632657467581
P12M_2_Pseudomonas aeruginosa	COPF 143	0.028763669275824168
P12M_2_Pseudomonas aeruginosa	COPF 135	0.024743898878047104
P12M_2_Pseudomonas aeruginosa	COPF 86	0.022835724813609865
P12M_2_Pseudomonas aeruginosa	COPF 144	0.019521087959902657
P12M_2_Pseudomonas aeruginosa	COPF 33	0.01832168517920388
P12M_2_Pseudomonas aeruginosa	COPF 85	0.01683664320475954
P12M_2_Pseudomonas aeruginosa	COPF 115	0.015925429405769055
P12M_2_Pseudomonas aeruginosa	COPF 24	0.015203870166256126
P12M_2_Pseudomonas aeruginosa	COPF 38	0.014928802960166871
P12M_2_Pseudomonas aeruginosa	COPF 99	0.014866975727748383
P12M_2_Pseudomonas aeruginosa	COPF 12	0.014672133681289603
P12M_2_Pseudomonas aeruginosa	COPF 116	0.013794193905093653
P12M_2_Pseudomonas aeruginosa	COPF 146	0.013638374262302381
P12M_2_Pseudomonas aeruginosa	COPF 45	0.013614724485849628
P12M_2_Pseudomonas aeruginosa	COPF 90	0.01269102569424305

Mean squared error for P12M_3_Stenotrophomonas maltophilia using classifier is 0.16
Features appearing at least once
P12M_3_Stenotrophomonas maltophilia	COPF 91	0.07306349256262704
P12M_3_Stenotrophomonas maltophilia	COPF 90	0.0538462435788926
P12M_3_Stenotrophomonas maltophilia	COPF 141	0.04283501794269658
P12M_3_Stenotrophomonas maltophilia	COPF 99	0.030956515439740845
P12M_3_Stenotrophomonas maltophilia	COPF 74	0.025552837938445882
P12M_3_Stenotrophomonas maltophilia	COPF 73	0.0252892998021104
P12M_3_Stenotrophomonas maltophilia	COPF 103	0.024806230434296066
P12M_3_Stenotrophomonas maltophilia	COPF 126	0.024196497228427417
P12M_3_Stenotrophomonas maltophilia	COPF 112	0.018980385094865836
P12M_3_Stenotrophomonas maltophilia	COPF 35	0.018973387037217154
P12M_3_Stenotrophomonas maltophilia	COPF 19	0.0189620722891104
P12M_3_Stenotrophomonas maltophilia	COPF 134	0.018959343719117564
P12M_3_Stenotrophomonas maltophilia	COPF 80	0.018925908964825818
P12M_3_Stenotrophomonas maltophilia	COPF 69	0.018762627337758023
P12M_3_Stenotrophomonas maltophilia	COPF 15	0.016095922657668155
P12M_3_Stenotrophomonas maltophilia	COPF 58	0.015352327970806313
P12M_3_Stenotrophomonas maltophilia	COPF 85	0.01367786298625757
P12M_3_Stenotrophomonas maltophilia	COPF 78	0.013456501313412531
P12M_3_Stenotrophomonas maltophilia	COPF 119	0.013364474353076633
P12M_3_Stenotrophomonas maltophilia	COPF 71	0.013358521323141035

Mean squared error for P12M_4_Rapid NTM using classifier is 0.16
Features appearing at least once
P12M_4_Rapid NTM	COPF 81	0.045726310161198096
P12M_4_Rapid NTM	COPF 79	0.042889941677619066
P12M_4_Rapid NTM	COPF 141	0.03957101738083166
P12M_4_Rapid NTM	COPF 142	0.038184301008496666
P12M_4_Rapid NTM	COPF 88	0.037621970957560584
P12M_4_Rapid NTM	COPF 131	0.036216069877390615
P12M_4_Rapid NTM	COPF 132	0.03320863747335243
P12M_4_Rapid NTM	COPF 98	0.03105225557317429
P12M_4_Rapid NTM	COPF 102	0.030959776615032103
P12M_4_Rapid NTM	COPF 7	0.02889932513370109
P12M_4_Rapid NTM	COPF 14	0.028274524663726375
P12M_4_Rapid NTM	COPF 72	0.02786247139623179
P12M_4_Rapid NTM	COPF 69	0.02609034008969536
P12M_4_Rapid NTM	COPF 123	0.02560689701222278
P12M_4_Rapid NTM	COPF 32	0.02470110815657962
P12M_4_Rapid NTM	COPF 40	0.020275722327058918
P12M_4_Rapid NTM	COPF 71	0.017106085439833576
P12M_4_Rapid NTM	COPF 58	0.016969609223634885
P12M_4_Rapid NTM	COPF 63	0.016692621213449572
P12M_4_Rapid NTM	COPF 80	0.01638825477324055

Mean squared error for P12M_5_Slow NTM using classifier is 0.04
Features appearing at least once
P12M_5_Slow NTM	COPF 93	0.08716675761910164
P12M_5_Slow NTM	COPF 134	0.06488042023747026
P12M_5_Slow NTM	COPF 62	0.056153857724202165
P12M_5_Slow NTM	COPF 6	0.04583476131460912
P12M_5_Slow NTM	COPF 66	0.043653140492058075
P12M_5_Slow NTM	COPF 1	0.04272159282294358
P12M_5_Slow NTM	COPF 4	0.042149671594872526
P12M_5_Slow NTM	COPF 32	0.040500025483706556
P12M_5_Slow NTM	COPF 80	0.03293895662946252
P12M_5_Slow NTM	COPF 45	0.032719937547527944
P12M_5_Slow NTM	COPF 102	0.032325610970122765
P12M_5_Slow NTM	COPF 131	0.03155457044441623
P12M_5_Slow NTM	COPF 126	0.03000441381653632
P12M_5_Slow NTM	COPF 3	0.028824454027055236
P12M_5_Slow NTM	COPF 31	0.028006412417930907
P12M_5_Slow NTM	COPF 51	0.0257286127475724
P12M_5_Slow NTM	COPF 117	0.02523685652250105
P12M_5_Slow NTM	COPF 92	0.019851170604472505
P12M_5_Slow NTM	COPF 16	0.01929807063650081
P12M_5_Slow NTM	COPF 13	0.019221329765032408

Mean squared error for P12M_6_Aspergillus using classifier is 0.24
Features appearing at least once
P12M_6_Aspergillus	COPF 42	0.03670857439131644
P12M_6_Aspergillus	COPF 117	0.03010674640495251
P12M_6_Aspergillus	COPF 65	0.030040922186567662
P12M_6_Aspergillus	COPF 3	0.029710371910844843
P12M_6_Aspergillus	COPF 74	0.0249807736615216
P12M_6_Aspergillus	COPF 27	0.023770741525494393
P12M_6_Aspergillus	COPF 9	0.023099061576177724
P12M_6_Aspergillus	COPF 87	0.019777171486624306
P12M_6_Aspergillus	COPF 144	0.018948395370347704
P12M_6_Aspergillus	COPF 11	0.018599636343689063
P12M_6_Aspergillus	COPF 73	0.017627634011749126
P12M_6_Aspergillus	COPF 137	0.016787515136522383
P12M_6_Aspergillus	COPF 97	0.016618695063872355
P12M_6_Aspergillus	COPF 56	0.01629666209334514
P12M_6_Aspergillus	COPF 45	0.01519449000003612
P12M_6_Aspergillus	COPF 84	0.015003404965047054
P12M_6_Aspergillus	COPF 15	0.014984206736602864
P12M_6_Aspergillus	COPF 60	0.014805654653465674
P12M_6_Aspergillus	COPF 85	0.014773838848276922
P12M_6_Aspergillus	COPF 134	0.014725561427064927

Mean squared error for P12M_7_Burkholderia cepacia using classifier is 0.04
Features appearing at least once
P12M_7_Burkholderia cepacia	COPF 126	0.14695970736533395
P12M_7_Burkholderia cepacia	COPF 80	0.09607888990471974
P12M_7_Burkholderia cepacia	COPF 75	0.06985416517157074
P12M_7_Burkholderia cepacia	COPF 73	0.0629028860997976
P12M_7_Burkholderia cepacia	COPF 134	0.04569510940748489
P12M_7_Burkholderia cepacia	COPF 103	0.04454918137877067
P12M_7_Burkholderia cepacia	COPF 67	0.040192648930038447
P12M_7_Burkholderia cepacia	COPF 74	0.040005277417233656
P12M_7_Burkholderia cepacia	COPF 19	0.035734864799241595
P12M_7_Burkholderia cepacia	COPF 3	0.029843522480778904
P12M_7_Burkholderia cepacia	COPF 2	0.02242458717974453
P12M_7_Burkholderia cepacia	COPF 142	0.02235883536383661
P12M_7_Burkholderia cepacia	COPF 127	0.020907830280764456
P12M_7_Burkholderia cepacia	COPF 12	0.018683449439844933
P12M_7_Burkholderia cepacia	COPF 37	0.01714355042978434
P12M_7_Burkholderia cepacia	COPF 99	0.016012854620337854
P12M_7_Burkholderia cepacia	COPF 42	0.01566079535984988
P12M_7_Burkholderia cepacia	COPF 57	0.014790032333741054
P12M_7_Burkholderia cepacia	COPF 68	0.013359107472007668
P12M_7_Burkholderia cepacia	COPF 9	0.01253143857371864

Mean squared error for P12M_8_Haemophilus influenza using classifier is 0.04
Features appearing at least once
P12M_8_Haemophilus influenza	COPF 85	0.12434236767855975
P12M_8_Haemophilus influenza	COPF 70	0.10678011521975578
P12M_8_Haemophilus influenza	COPF 62	0.04371580051127666
P12M_8_Haemophilus influenza	COPF 81	0.04334088269720629
P12M_8_Haemophilus influenza	COPF 129	0.038619914847685115
P12M_8_Haemophilus influenza	COPF 66	0.03733973437567611
P12M_8_Haemophilus influenza	COPF 122	0.035467560873289006
P12M_8_Haemophilus influenza	COPF 126	0.03348498142766785
P12M_8_Haemophilus influenza	COPF 60	0.031669467507150065
P12M_8_Haemophilus influenza	COPF 87	0.03147527519538017
P12M_8_Haemophilus influenza	COPF 131	0.02815812525616641
P12M_8_Haemophilus influenza	COPF 104	0.02557512324306499
P12M_8_Haemophilus influenza	COPF 32	0.024214459748706424
P12M_8_Haemophilus influenza	COPF 74	0.023195339284005623
P12M_8_Haemophilus influenza	COPF 133	0.021715691082490135
P12M_8_Haemophilus influenza	COPF 16	0.02131703256689309
P12M_8_Haemophilus influenza	COPF 73	0.020083070469400915
P12M_8_Haemophilus influenza	COPF 58	0.01911867535997042
P12M_8_Haemophilus influenza	COPF 116	0.018841559550150593
P12M_8_Haemophilus influenza	COPF 23	0.017555414953291246

Mean squared error for P12M_9_Streptococcus pneumoniae using classifier is 0.0
Features appearing at least once
P12M_9_Streptococcus pneumoniae	COPF 7	0.12027575697494526
P12M_9_Streptococcus pneumoniae	COPF 124	0.07899287802183262
P12M_9_Streptococcus pneumoniae	COPF 120	0.0637706342141666
P12M_9_Streptococcus pneumoniae	COPF 121	0.042166882458765716
P12M_9_Streptococcus pneumoniae	COPF 114	0.038905795426945076
P12M_9_Streptococcus pneumoniae	COPF 99	0.034872797920313385
P12M_9_Streptococcus pneumoniae	COPF 70	0.03448626699564432
P12M_9_Streptococcus pneumoniae	COPF 33	0.02931645859523268
