Predictor	Feature	Importance
Mean squared error for Days Since First Sample using regressor is 12917.49177528149
Features appearing at least once
P12M_9_Streptococcus pneumoniae	COPF 139	0.029154413066423825
P12M_9_Streptococcus pneumoniae	COPF 53	0.026272050260828968
P12M_9_Streptococcus pneumoniae	COPF 29	0.022160936263760072
P12M_9_Streptococcus pneumoniae	COPF 107	0.020345761215531867
P12M_9_Streptococcus pneumoniae	COPF 81	0.01915514288522027
P12M_9_Streptococcus pneumoniae	COPF 36	0.014867260442056234
P12M_9_Streptococcus pneumoniae	COPF 92	0.01291278703560018
P12M_9_Streptococcus pneumoniae	COPF 27	0.011807159610322311
P12M_9_Streptococcus pneumoniae	COPF 88	0.011787963436320801
P12M_9_Streptococcus pneumoniae	COPF 50	0.011277056868750074
P12M_9_Streptococcus pneumoniae	COPF 15	0.010204428679371155
P12M_9_Streptococcus pneumoniae	COPF 111	0.010157995179959977

Mean squared error for P12M_10_Achromobacter xylosoxidans using classifier is 0.08
Features appearing at least once
P12M_10_Achromobacter xylosoxidans	COPF 126	0.13900341272989175
P12M_10_Achromobacter xylosoxidans	COPF 50	0.04973161107787897
P12M_10_Achromobacter xylosoxidans	COPF 75	0.04817100220962506
P12M_10_Achromobacter xylosoxidans	COPF 73	0.04705351416596007
P12M_10_Achromobacter xylosoxidans	COPF 134	0.04688051943891114
P12M_10_Achromobacter xylosoxidans	COPF 74	0.045887158081693635
P12M_10_Achromobacter xylosoxidans	COPF 124	0.04242184539433935
P12M_10_Achromobacter xylosoxidans	COPF 127	0.03579029256486605
P12M_10_Achromobacter xylosoxidans	COPF 2	0.034020214781192964
P12M_10_Achromobacter xylosoxidans	COPF 42	0.03324670093024924
P12M_10_Achromobacter xylosoxidans	COPF 80	0.030056449247820805
P12M_10_Achromobacter xylosoxidans	COPF 27	0.029522352472864142
P12M_10_Achromobacter xylosoxidans	COPF 137	0.027456299813194158
P12M_10_Achromobacter xylosoxidans	COPF 91	0.02690490425241345
P12M_10_Achromobacter xylosoxidans	COPF 4	0.022514736324510266
P12M_10_Achromobacter xylosoxidans	COPF 1	0.02150186793502531
P12M_10_Achromobacter xylosoxidans	COPF 31	0.020766683957839312
P12M_10_Achromobacter xylosoxidans	COPF 52	0.020627304817962256
P12M_10_Achromobacter xylosoxidans	COPF 58	0.018211667049203357
P12M_10_Achromobacter xylosoxidans	COPF 64	0.017352799829418945

Mean squared error for P12M_11_Serratia marcesens using classifier is 0.08
Features appearing at least once
P12M_11_Serratia marcesens	COPF 126	0.10503904419483459
P12M_11_Serratia marcesens	COPF 75	0.07324188324868278
P12M_11_Serratia marcesens	COPF 134	0.07277047668304987
P12M_11_Serratia marcesens	COPF 127	0.06789095937917086
P12M_11_Serratia marcesens	COPF 73	0.05618453587037497
P12M_11_Serratia marcesens	COPF 103	0.05405704385647831
P12M_11_Serratia marcesens	COPF 124	0.04982674627259638
P12M_11_Serratia marcesens	COPF 80	0.046464228036088275
P12M_11_Serratia marcesens	COPF 67	0.04558368528006611
P12M_11_Serratia marcesens	COPF 42	0.04184648992581621
P12M_11_Serratia marcesens	COPF 74	0.029583819789232864
P12M_11_Serratia marcesens	COPF 36	0.02807599925558374
P12M_11_Serratia marcesens	COPF 29	0.02519966623593509
P12M_11_Serratia marcesens	COPF 76	0.021168410903090462
P12M_11_Serratia marcesens	COPF 62	0.020453494031847166
P12M_11_Serratia marcesens	COPF 25	0.020012942333131268
P12M_11_Serratia marcesens	COPF 66	0.019705799125807336
P12M_11_Serratia marcesens	COPF 120	0.01966383867931191
P12M_11_Serratia marcesens	COPF 19	0.01951445017840569
P12M_11_Serratia marcesens	COPF 52	0.018018871967581486

Mean squared error for N12M_Pseudomonas aeruginosa using classifier is 0.36363636363636365
Features appearing at least once
N12M_Pseudomonas aeruginosa	COPF 67	0.05165891985521328
N12M_Pseudomonas aeruginosa	COPF 95	0.043827446726580274
N12M_Pseudomonas aeruginosa	COPF 90	0.030930653887902705
N12M_Pseudomonas aeruginosa	COPF 125	0.027939815702148263
N12M_Pseudomonas aeruginosa	COPF 43	0.027690571068932926
N12M_Pseudomonas aeruginosa	COPF 111	0.02665433175440424
N12M_Pseudomonas aeruginosa	COPF 97	0.026245427823188002
N12M_Pseudomonas aeruginosa	COPF 123	0.020353894767197157
N12M_Pseudomonas aeruginosa	COPF 73	0.01889038898636474
N12M_Pseudomonas aeruginosa	COPF 115	0.018249016505172907
N12M_Pseudomonas aeruginosa	COPF 74	0.016437150293399705
N12M_Pseudomonas aeruginosa	COPF 27	0.016277636319739195
N12M_Pseudomonas aeruginosa	COPF 26	0.015814169426078592
N12M_Pseudomonas aeruginosa	COPF 124	0.01513520116765766
N12M_Pseudomonas aeruginosa	COPF 96	0.014915008039629323
N12M_Pseudomonas aeruginosa	COPF 75	0.014669683434338842
N12M_Pseudomonas aeruginosa	COPF 63	0.01459728746280231
N12M_Pseudomonas aeruginosa	COPF 84	0.014576314544727157
N12M_Pseudomonas aeruginosa	COPF 53	0.014206009785703546
N12M_Pseudomonas aeruginosa	COPF 129	0.013849700286048192

Mean squared error for N12M_Pseudomonas aeruginosa (multi-resistant) using classifier is 0.47619047619047616
Features appearing at least once
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 123	0.07300998124758294
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 73	0.03701078846070366
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 124	0.032497432321217344
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 76	0.028966330617804823
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 63	0.02287017503397631
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 8	0.022856426345910476
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 2	0.019616443408177746
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 23	0.018960030196167044
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 67	0.018929528007402895
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 125	0.017761651581826653
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 126	0.017665421340561607
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 135	0.016855819598887486
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 72	0.016138881066082515
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 111	0.014683431698682593
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 83	0.014488326516113046
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 50	0.014113685855126363
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 22	0.013731488117636878
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 36	0.01297839206341958
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 148	0.012483301164614142
N12M_Pseudomonas aeruginosa (multi-resistant)	COPF 18	0.01231037436788112

Mean squared error for N12M_mucoid using classifier is 0.15789473684210525
Features appearing at least once
N12M_mucoid	COPF 51	0.05398283541120767
N12M_mucoid	COPF 100	0.045518858868274746
N12M_mucoid	COPF 123	0.038805171445876925
N12M_mucoid	COPF 91	0.03716479995686875
N12M_mucoid	COPF 27	0.03400303312616493
N12M_mucoid	COPF 57	0.03366279446254472
N12M_mucoid	COPF 73	0.030137074303929534
N12M_mucoid	COPF 64	0.027479342010491542
N12M_mucoid	COPF 96	0.024398265863331114
N12M_mucoid	COPF 132	0.024297573298444928
N12M_mucoid	COPF 65	0.0222062850927451
N12M_mucoid	COPF 67	0.02125816257959056
N12M_mucoid	COPF 101	0.01649123516667899
N12M_mucoid	COPF 47	0.015309160929196194
N12M_mucoid	COPF 38	0.014524096380908244
N12M_mucoid	COPF 4	0.013590334741991224
N12M_mucoid	COPF 40	0.01351474797828636
N12M_mucoid	COPF 146	0.012937333417018214
N12M_mucoid	COPF 147	0.012827052196669589
N12M_mucoid	COPF 144	0.012767112859972516

Mean squared error for N12M_non_mucoid using classifier is 0.17647058823529413
Features appearing at least once
N12M_non_mucoid	COPF 43	0.0717062387011317
N12M_non_mucoid	COPF 75	0.0682415345295232
N12M_non_mucoid	COPF 97	0.05178824490738055
N12M_non_mucoid	COPF 32	0.04354670933285075
N12M_non_mucoid	COPF 113	0.043015848128450156
N12M_non_mucoid	COPF 30	0.04065231597050875
N12M_non_mucoid	COPF 17	0.035918273313297076
N12M_non_mucoid	COPF 29	0.03578343857674315
N12M_non_mucoid	COPF 56	0.03539222465884337
N12M_non_mucoid	COPF 104	0.031280808919085384
N12M_non_mucoid	COPF 84	0.02826559726281994
N12M_non_mucoid	COPF 128	0.022620453012195875
N12M_non_mucoid	COPF 66	0.022273811351936644
N12M_non_mucoid	COPF 133	0.021734698669632898
N12M_non_mucoid	COPF 74	0.020791656512063075
N12M_non_mucoid	COPF 85	0.01851745652686437
N12M_non_mucoid	COPF 110	0.017397634014018185
N12M_non_mucoid	COPF 106	0.01703793690654266
N12M_non_mucoid	COPF 1	0.014994435341000683
N12M_non_mucoid	COPF 58	0.014969229573379862

Mean squared error for N12M_MAC using classifier is 0.4444444444444444
Features appearing at least once
N12M_MAC	COPF 136	0.049799725364440085
N12M_MAC	COPF 121	0.044710433281560026
N12M_MAC	COPF 137	0.038897846568588496
N12M_MAC	COPF 15	0.035443447222260484
N12M_MAC	COPF 3	0.03048451025832345
N12M_MAC	COPF 12	0.02580860531552861
N12M_MAC	COPF 75	0.024649117794967715
N12M_MAC	COPF 27	0.022179061576396136
N12M_MAC	COPF 87	0.022126863326305368
N12M_MAC	COPF 90	0.020188108840929322
N12M_MAC	COPF 10	0.019641660993799995
N12M_MAC	COPF 150	0.019349733349466543
N12M_MAC	COPF 134	0.01645577529295631
N12M_MAC	COPF 59	0.016203141238416
N12M_MAC	COPF 56	0.01617070246379063
N12M_MAC	COPF 42	0.015959557238676654
N12M_MAC	COPF 17	0.015387441905484743
N12M_MAC	COPF 67	0.015317705885858023
N12M_MAC	COPF 149	0.014958014376416369
N12M_MAC	COPF 13	0.014353686151625467

Mean squared error for N12M_Candida albicans using classifier is 0.2608695652173913
Features appearing at least once
N12M_Candida albicans	COPF 57	0.04878924275663919
N12M_Candida albicans	COPF 27	0.04525559008869021
N12M_Candida albicans	COPF 81	0.04463241593564925
N12M_Candida albicans	COPF 78	0.03820362371869821
N12M_Candida albicans	COPF 101	0.03735583171010563
N12M_Candida albicans	COPF 72	0.03676741445194593
N12M_Candida albicans	COPF 58	0.030804577330729735
N12M_Candida albicans	COPF 133	0.022404595633709147
N12M_Candida albicans	COPF 104	0.021730834881937052
N12M_Candida albicans	COPF 92	0.01946338780268113
N12M_Candida albicans	COPF 65	0.01610218391672362
N12M_Candida albicans	COPF 128	0.015105159695820478
N12M_Candida albicans	COPF 86	0.01471995519946766
N12M_Candida albicans	COPF 91	0.014052851578544929
N12M_Candida albicans	COPF 105	0.013792089846454273
N12M_Candida albicans	COPF 130	0.013613705146243894
N12M_Candida albicans	COPF 146	0.013585681975061296
N12M_Candida albicans	COPF 94	0.011582002676789114
N12M_Candida albicans	COPF 107	0.011485142952741334
N12M_Candida albicans	COPF 131	0.011453080741910576

Mean squared error for N12M_Achromobacter xylosoxidans using classifier is 0.058823529411764705
Features appearing at least once
N12M_Achromobacter xylosoxidans	COPF 9	0.08182309132342613
N12M_Achromobacter xylosoxidans	COPF 91	0.07978657175941478
N12M_Achromobacter xylosoxidans	COPF 126	0.055917508989422306
N12M_Achromobacter xylosoxidans	COPF 80	0.0505178601461962
N12M_Achromobacter xylosoxidans	COPF 2	0.04306890038408572
N12M_Achromobacter xylosoxidans	COPF 76	0.038005506523480656
N12M_Achromobacter xylosoxidans	COPF 134	0.0350540001506159
N12M_Achromobacter xylosoxidans	COPF 52	0.03264184633142825
N12M_Achromobacter xylosoxidans	COPF 59	0.029311294157941443
N12M_Achromobacter xylosoxidans	COPF 22	0.02858589157874023
N12M_Achromobacter xylosoxidans	COPF 118	0.02581336808028667
N12M_Achromobacter xylosoxidans	COPF 50	0.024581943439285325
N12M_Achromobacter xylosoxidans	COPF 120	0.022881259071634828
N12M_Achromobacter xylosoxidans	COPF 3	0.02264250588213112
N12M_Achromobacter xylosoxidans	COPF 36	0.021098247499811037
N12M_Achromobacter xylosoxidans	COPF 19	0.01588146561159108
N12M_Achromobacter xylosoxidans	COPF 149	0.012690908565719616
N12M_Achromobacter xylosoxidans	COPF 74	0.012505909181774475
N12M_Achromobacter xylosoxidans	COPF 75	0.011654016393397665
N12M_Achromobacter xylosoxidans	COPF 108	0.011418294630124075

Mean squared error for N12M_Aspergillus fumigatus using classifier is 0.3157894736842105
Features appearing at least once
N12M_Aspergillus fumigatus	COPF 105	0.04902074489939672
N12M_Aspergillus fumigatus	COPF 80	0.04183875839700054
N12M_Aspergillus fumigatus	COPF 93	0.037342551762333046
N12M_Aspergillus fumigatus	COPF 42	0.03239908955047815
N12M_Aspergillus fumigatus	COPF 134	0.02832342904518602
N12M_Aspergillus fumigatus	COPF 58	0.028104730623426204
N12M_Aspergillus fumigatus	COPF 106	0.027800135816424563
N12M_Aspergillus fumigatus	COPF 17	0.027689437839727177
N12M_Aspergillus fumigatus	COPF 104	0.02589530168351311
N12M_Aspergillus fumigatus	COPF 49	0.025164162216710757
N12M_Aspergillus fumigatus	COPF 41	0.0232854357529278
N12M_Aspergillus fumigatus	COPF 110	0.020712093228998762
N12M_Aspergillus fumigatus	COPF 68	0.019819136744589117
N12M_Aspergillus fumigatus	COPF 36	0.018243293647151125
N12M_Aspergillus fumigatus	COPF 3	0.01668542089610629
N12M_Aspergillus fumigatus	COPF 131	0.015818225769136402
N12M_Aspergillus fumigatus	COPF 102	0.014613610336668411
N12M_Aspergillus fumigatus	COPF 100	0.013593388686642569
N12M_Aspergillus fumigatus	COPF 139	0.012657783611175775
N12M_Aspergillus fumigatus	COPF 73	0.012420377709851597

Mean squared error for N12M_Stenotrophomonas maltophilia using classifier is 0.23529411764705882
Features appearing at least once
N12M_Stenotrophomonas maltophilia	COPF 24	0.06565903172104787
N12M_Stenotrophomonas maltophilia	COPF 50	0.05723001562627745
N12M_Stenotrophomonas maltophilia	COPF 102	0.04812735800854681
N12M_Stenotrophomonas maltophilia	COPF 72	0.04153756518189811
N12M_Stenotrophomonas maltophilia	COPF 78	0.038888558968255375
N12M_Stenotrophomonas maltophilia	COPF 106	0.03674309575977701
N12M_Stenotrophomonas maltophilia	COPF 87	0.029158949313450186
N12M_Stenotrophomonas maltophilia	COPF 133	0.02782018367941828
N12M_Stenotrophomonas maltophilia	COPF 26	0.025737525979656013
N12M_Stenotrophomonas maltophilia	COPF 35	0.02552972220060511
N12M_Stenotrophomonas maltophilia	COPF 56	0.023798459299728132
N12M_Stenotrophomonas maltophilia	COPF 11	0.02153546882342557
N12M_Stenotrophomonas maltophilia	COPF 79	0.019771584360767123
N12M_Stenotrophomonas maltophilia	COPF 73	0.0159907869982916
N12M_Stenotrophomonas maltophilia	COPF 25	0.01567080117270513
N12M_Stenotrophomonas maltophilia	COPF 101	0.015548540685185866
N12M_Stenotrophomonas maltophilia	COPF 20	0.015380286606554125
N12M_Stenotrophomonas maltophilia	COPF 53	0.013606564724151267
N12M_Stenotrophomonas maltophilia	COPF 125	0.012596784805232696
N12M_Stenotrophomonas maltophilia	COPF 92	0.012327299133998309

Mean squared error for N12M_Staphylococcus aureus using classifier is 0.5
Features appearing at least once
N12M_Staphylococcus aureus	COPF 52	0.04722387517109821
N12M_Staphylococcus aureus	COPF 111	0.04669283619509832
N12M_Staphylococcus aureus	COPF 101	0.037204950041994186
N12M_Staphylococcus aureus	COPF 23	0.03647985476920731
N12M_Staphylococcus aureus	COPF 17	0.035838753354639506
N12M_Staphylococcus aureus	COPF 112	0.03423166795156687
N12M_Staphylococcus aureus	COPF 116	0.03208024039247737
N12M_Staphylococcus aureus	COPF 106	0.02904392884654958
N12M_Staphylococcus aureus	COPF 88	0.028221474530351946
N12M_Staphylococcus aureus	COPF 124	0.020484412893459782
N12M_Staphylococcus aureus	COPF 21	0.018712960955812152
N12M_Staphylococcus aureus	COPF 7	0.018294275666404118
N12M_Staphylococcus aureus	COPF 117	0.017908892321832667
N12M_Staphylococcus aureus	COPF 125	0.017037783366134436
N12M_Staphylococcus aureus	COPF 132	0.016075349503113883
N12M_Staphylococcus aureus	COPF 74	0.015527438386103707
N12M_Staphylococcus aureus	COPF 144	0.015014582340736835
N12M_Staphylococcus aureus	COPF 90	0.014112423422835457
N12M_Staphylococcus aureus	COPF 30	0.013744137483961002
N12M_Staphylococcus aureus	COPF 10	0.012419406859390712

Mean squared error for N12M_M gordonae using classifier is 0.14285714285714285
Features appearing at least once
N12M_M gordonae	COPF 5	0.17926266567267943
N12M_M gordonae	COPF 65	0.08756108248124922
N12M_M gordonae	COPF 110	0.08287232303807454
N12M_M gordonae	COPF 112	0.07573514037702372
N12M_M gordonae	COPF 80	0.07279743652267275
N12M_M gordonae	COPF 119	0.056363670363991196
N12M_M gordonae	COPF 95	0.03620286600316153
N12M_M gordonae	COPF 93	0.028151200647394497
N12M_M gordonae	COPF 24	0.027313476824516007
N12M_M gordonae	COPF 133	0.026274653290165633
N12M_M gordonae	COPF 37	0.026225288671731423
N12M_M gordonae	COPF 107	0.024795898147979344
N12M_M gordonae	COPF 36	0.024268479673184587
N12M_M gordonae	COPF 20	0.02347049362368756
N12M_M gordonae	COPF 72	0.021360043304718593
N12M_M gordonae	COPF 42	0.020027616819200417
N12M_M gordonae	COPF 46	0.017736813772812936
N12M_M gordonae	COPF 108	0.017364813924842647
N12M_M gordonae	COPF 102	0.015946307893447035
N12M_M gordonae	COPF 47	0.010254323194352545

Mean squared error for O_Penicillium species using classifier is 0.11538461538461539
Features appearing at least once
O_Penicillium species	COPF 126	0.0626910929970233
O_Penicillium species	COPF 5	0.055090492210979114
O_Penicillium species	COPF 44	0.05164879001247834
O_Penicillium species	COPF 72	0.043820305395356196
O_Penicillium species	COPF 125	0.030279225257714523
O_Penicillium species	COPF 59	0.02911259699725647
O_Penicillium species	COPF 120	0.02796014250601371
O_Penicillium species	COPF 78	0.026569677633262477
O_Penicillium species	COPF 57	0.023345283791864794
O_Penicillium species	COPF 92	0.02268693160749835
O_Penicillium species	COPF 80	0.021231719246536114
O_Penicillium species	COPF 108	0.01924120335805499
O_Penicillium species	COPF 142	0.01797189392600751
O_Penicillium species	COPF 102	0.017647581842447427
O_Penicillium species	COPF 98	0.01706528723508708
O_Penicillium species	COPF 76	0.016275826502646567
O_Penicillium species	COPF 6	0.013901196852077014
O_Penicillium species	COPF 42	0.01337385133041424
O_Penicillium species	COPF 105	0.013136886716505527
O_Penicillium species	COPF 61	0.013041528643644785

Mean squared error for O_Enterobacter cloacae using classifier is 0.0
Features appearing at least once
O_Enterobacter cloacae	COPF 100	0.1037712841747841
O_Enterobacter cloacae	COPF 43	0.09635641372496384
O_Enterobacter cloacae	COPF 19	0.09243840445090723
O_Enterobacter cloacae	COPF 113	0.06743970984028315
O_Enterobacter cloacae	COPF 98	0.05130482277673301
O_Enterobacter cloacae	COPF 146	0.044516323849243214
O_Enterobacter cloacae	COPF 140	0.04393514909294512
O_Enterobacter cloacae	COPF 94	0.03844255075746555
O_Enterobacter cloacae	COPF 21	0.038277793635196934
O_Enterobacter cloacae	COPF 145	0.037199320985272524
O_Enterobacter cloacae	COPF 111	0.03703963791875366
O_Enterobacter cloacae	COPF 97	0.03165534288387531
O_Enterobacter cloacae	COPF 142	0.02970233100395127
O_Enterobacter cloacae	COPF 141	0.021011204746374686
O_Enterobacter cloacae	COPF 32	0.020922329297399393
O_Enterobacter cloacae	COPF 144	0.018341578653585957
O_Enterobacter cloacae	COPF 99	0.016515491843580626
O_Enterobacter cloacae	COPF 130	0.014192060935286677
O_Enterobacter cloacae	COPF 107	0.012454464069486042
O_Enterobacter cloacae	COPF 89	0.012049920726084108

Mean squared error for O_Aspergillus Flavus using classifier is 0.07692307692307693
Features appearing at least once
O_Aspergillus Flavus	COPF 88	0.06971662821096221
O_Aspergillus Flavus	COPF 92	0.058722562013348266
O_Aspergillus Flavus	COPF 17	0.04385919233080487
O_Aspergillus Flavus	COPF 114	0.04311548219634648
O_Aspergillus Flavus	COPF 61	0.0281791237649851
O_Aspergillus Flavus	COPF 56	0.026470268745237696
O_Aspergillus Flavus	COPF 125	0.023830279461056356
O_Aspergillus Flavus	COPF 59	0.023050666389750722
O_Aspergillus Flavus	COPF 54	0.021377018857571397
O_Aspergillus Flavus	COPF 115	0.020160671864184833
O_Aspergillus Flavus	COPF 62	0.01946948787309871
O_Aspergillus Flavus	COPF 99	0.017917483084783713
O_Aspergillus Flavus	COPF 67	0.016516260269044132
O_Aspergillus Flavus	COPF 87	0.015946658935625805
O_Aspergillus Flavus	COPF 47	0.015767933379184865
O_Aspergillus Flavus	COPF 83	0.01514438912868072
O_Aspergillus Flavus	COPF 96	0.01481927035239381
O_Aspergillus Flavus	COPF 19	0.01338407029883779
O_Aspergillus Flavus	COPF 85	0.012908956240089264
O_Aspergillus Flavus	COPF 107	0.012630777525194651

Mean squared error for O_Mycobacterium abscessus using classifier is 0.038461538461538464
Features appearing at least once
O_Mycobacterium abscessus	COPF 91	0.19087587084250932
O_Mycobacterium abscessus	COPF 69	0.12338462386591856
O_Mycobacterium abscessus	COPF 65	0.05879619030433129
O_Mycobacterium abscessus	COPF 61	0.053458562628757166
O_Mycobacterium abscessus	COPF 134	0.04577715258093992
O_Mycobacterium abscessus	COPF 35	0.04161481413185054
O_Mycobacterium abscessus	COPF 141	0.039461453795525285
O_Mycobacterium abscessus	COPF 58	0.03934433297015948
O_Mycobacterium abscessus	COPF 46	0.03895219130681998
O_Mycobacterium abscessus	COPF 62	0.038806215925148345
O_Mycobacterium abscessus	COPF 119	0.0387132146887199
O_Mycobacterium abscessus	COPF 22	0.03674655230969238
O_Mycobacterium abscessus	COPF 111	0.03511922036697072
O_Mycobacterium abscessus	COPF 78	0.026663610346415637
O_Mycobacterium abscessus	COPF 76	0.02462947106221558
O_Mycobacterium abscessus	COPF 142	0.022385084070411527
O_Mycobacterium abscessus	COPF 38	0.020745183131657585
O_Mycobacterium abscessus	COPF 115	0.016820327299235802
O_Mycobacterium abscessus	COPF 37	0.015861694811068285
O_Mycobacterium abscessus	COPF 97	0.015139817457932189

Mean squared error for O_Cupriavidus gilardii using classifier is 0.038461538461538464
Features appearing at least once
O_Cupriavidus gilardii	COPF 100	0.09119414268244158
O_Cupriavidus gilardii	COPF 50	0.06614098960069512
O_Cupriavidus gilardii	COPF 133	0.05250881819322795
O_Cupriavidus gilardii	COPF 89	0.04530241643712242
O_Cupriavidus gilardii	COPF 43	0.04400250197915757
O_Cupriavidus gilardii	COPF 93	0.03624907474499591
O_Cupriavidus gilardii	COPF 87	0.03265680306074547
O_Cupriavidus gilardii	COPF 90	0.028692749567152624
O_Cupriavidus gilardii	COPF 97	0.02845594442969839
O_Cupriavidus gilardii	COPF 115	0.028069123311984776
O_Cupriavidus gilardii	COPF 69	0.027569684159080055
O_Cupriavidus gilardii	COPF 127	0.026872907196479993
O_Cupriavidus gilardii	COPF 121	0.025319445496233727
O_Cupriavidus gilardii	COPF 101	0.024100654063894583
O_Cupriavidus gilardii	COPF 139	0.022728700479640724
O_Cupriavidus gilardii	COPF 35	0.0220668793780542
O_Cupriavidus gilardii	COPF 111	0.02199153718659155
O_Cupriavidus gilardii	COPF 142	0.02138249236261392
O_Cupriavidus gilardii	COPF 88	0.020101930587100157
O_Cupriavidus gilardii	COPF 129	0.014776945963902515

Mean squared error for O_Pseudomonas aeruginosa (multi-resistant) using classifier is 0.038461538461538464
Features appearing at least once
O_Pseudomonas aeruginosa (multi-resistant)	COPF 54	0.04766684452068309
O_Pseudomonas aeruginosa (multi-resistant)	COPF 29	0.044562111984439386
O_Pseudomonas aeruginosa (multi-resistant)	COPF 150	0.04154127421518525
O_Pseudomonas aeruginosa (multi-resistant)	COPF 147	0.040095710597858124
O_Pseudomonas aeruginosa (multi-resistant)	COPF 102	0.03641027009830684
O_Pseudomonas aeruginosa (multi-resistant)	COPF 103	0.0344095214106597
O_Pseudomonas aeruginosa (multi-resistant)	COPF 31	0.031179254856039444
O_Pseudomonas aeruginosa (multi-resistant)	COPF 128	0.03113528956367379
O_Pseudomonas aeruginosa (multi-resistant)	COPF 66	0.027734940743794022
O_Pseudomonas aeruginosa (multi-resistant)	COPF 57	0.025798287878217755
O_Pseudomonas aeruginosa (multi-resistant)	COPF 90	0.024991803240057658
O_Pseudomonas aeruginosa (multi-resistant)	COPF 101	0.023933652729515253
O_Pseudomonas aeruginosa (multi-resistant)	COPF 91	0.021678318535092455
O_Pseudomonas aeruginosa (multi-resistant)	COPF 137	0.020226333743117723
O_Pseudomonas aeruginosa (multi-resistant)	COPF 87	0.01983252376962014
O_Pseudomonas aeruginosa (multi-resistant)	COPF 22	0.018043803069314763
O_Pseudomonas aeruginosa (multi-resistant)	COPF 115	0.017596374531146562
O_Pseudomonas aeruginosa (multi-resistant)	COPF 9	0.017563298991878213
O_Pseudomonas aeruginosa (multi-resistant)	COPF 82	0.01749505008645688
O_Pseudomonas aeruginosa (multi-resistant)	COPF 59	0.015938176070123787

Mean squared error for O_Streptococcus pyogenes using classifier is 0.0
Features appearing at least once
O_Streptococcus pyogenes	COPF 119	0.0899865119175768
O_Streptococcus pyogenes	COPF 103	0.08674525407519189
O_Streptococcus pyogenes	COPF 18	0.0834482995515711
O_Streptococcus pyogenes	COPF 110	0.0525235924196289
O_Streptococcus pyogenes	COPF 21	0.04945686775245553
O_Streptococcus pyogenes	COPF 57	0.047908603321185746
O_Streptococcus pyogenes	COPF 104	0.045952723372919745
O_Streptococcus pyogenes	COPF 64	0.043000100704153554
O_Streptococcus pyogenes	COPF 35	0.042789538083366184
O_Streptococcus pyogenes	COPF 25	0.04018588746797391
O_Streptococcus pyogenes	COPF 20	0.03873494759725561
O_Streptococcus pyogenes	COPF 112	0.027369028077057215
O_Streptococcus pyogenes	COPF 116	0.021859063616862386
O_Streptococcus pyogenes	COPF 123	0.01753469449055744
O_Streptococcus pyogenes	COPF 55	0.016788340982564643
O_Streptococcus pyogenes	COPF 91	0.016466935547389056
O_Streptococcus pyogenes	COPF 100	0.015775463868641187
O_Streptococcus pyogenes	COPF 130	0.014540497357596681
O_Streptococcus pyogenes	COPF 22	0.013514162278017479
O_Streptococcus pyogenes	COPF 90	0.011769419510341167

Mean squared error for O_Pseudomonas aeruginosa (non-mucoid) using classifier is 0.038461538461538464
Features appearing at least once
O_Pseudomonas aeruginosa (non-mucoid)	COPF 42	0.04445002823763392
O_Pseudomonas aeruginosa (non-mucoid)	COPF 128	0.03958513408839634
O_Pseudomonas aeruginosa (non-mucoid)	COPF 147	0.03181563882153175
O_Pseudomonas aeruginosa (non-mucoid)	COPF 27	0.030940269075700116
O_Pseudomonas aeruginosa (non-mucoid)	COPF 43	0.02614328976013063
O_Pseudomonas aeruginosa (non-mucoid)	COPF 73	0.023598998449237636
O_Pseudomonas aeruginosa (non-mucoid)	COPF 81	0.02080316258096608
O_Pseudomonas aeruginosa (non-mucoid)	COPF 87	0.02049091145790805
O_Pseudomonas aeruginosa (non-mucoid)	COPF 85	0.01913758545760066
O_Pseudomonas aeruginosa (non-mucoid)	COPF 45	0.01794748236219042
O_Pseudomonas aeruginosa (non-mucoid)	COPF 142	0.01753099781641431
O_Pseudomonas aeruginosa (non-mucoid)	COPF 105	0.017121306164080113
O_Pseudomonas aeruginosa (non-mucoid)	COPF 54	0.017104481894936376
O_Pseudomonas aeruginosa (non-mucoid)	COPF 59	0.016484048542467915
O_Pseudomonas aeruginosa (non-mucoid)	COPF 119	0.016122157149549284
O_Pseudomonas aeruginosa (non-mucoid)	COPF 6	0.01599024017916577
